candidate_id,item_text,description,provider,giro,source,source_file,folio,siblings,top1_conf,audited,verdict,audit_reason
OQ-01691,RETEN VASTAGO CILINDRO PUERTA,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024761_761757865.xml,24761,GRASA LUBRICANTE EASY START 400 G; ORING TAPA CILINDRO PUERTA; PISTON CILINDRO PUERTA; MEMBRANA VISOFLOW METATRON; SELECTOR ABB 2 POSICIONES 1NA C2SS2-10B-10 COMPACTO; Kit pulsador / 1500 h Pulsador Apex M,0.9500,N,,
OQ-01706,TAMIZ DE SUCCION HIDRAULICO 3/4,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024859_761757865.xml,24859,"KIT PARA SERVICIO TECNICO - LAVADO (C) VAR., Compass Plus 3, P1200; KIT PARA SERVICIO TECNICO-LAVADO (C) VAR CIRCULATION 3-WAY VALVE; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220; LOBE BLAST 4,75 LT (DETERGENTE BOMBA CL); ACEITE HIDRAULICO 4.7 LT ISO 150; ACEITE HIDRAULICO NUTO H32 19L.",0.9500,N,,
OQ-01707,MANGA DE LECHE 5/8- MT.,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024760_761757865.xml,24760,KIT DE SERVICIO-MANEJO DE LA LECHE VAR.EasyStart; REPARACION EASY STAR; GRASA LUBRICANTE EASY START 400 G; GUARDACABOS PLASTICO; GUARNICION DE GOMA CILINDRO NUEVO; MOSQUETON,0.9500,N,,
OQ-01713,FILTRO ALTA PRESION HIDRAULICO AR,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024859_761757865.xml,24859,"KIT PARA SERVICIO TECNICO - LAVADO (C) VAR., Compass Plus 3, P1200; KIT PARA SERVICIO TECNICO-LAVADO (C) VAR CIRCULATION 3-WAY VALVE; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220; LOBE BLAST 4,75 LT (DETERGENTE BOMBA CL); ACEITE HIDRAULICO 4.7 LT ISO 150; ACEITE HIDRAULICO NUTO H32 19L.",0.8000,N,,
OQ-01726,reparacion carro giltrap,"reforzar chasis en ambos lados aplicando soldadura,",CAMILO EDUARDO CABEZA FERNANDEZ,SERVICIO DE MANTENCION DE MAQUINARIA Y VEHICULOS - CONSTRUCCION,COMPRAS,DTE_033_000000000072_191750799.xml,72,"excavadora JCB - modificar anclajes para excavadora JCB a universal.; reparacion carro giltrap - reforzar chasis en ambos lados aplicando soldadura,",0.8500,N,,
OQ-01730,Asistencia Tecnica,Reparacion Equipo URBAN MILKSHUTTLE Informe N°107 - Cotiz. N°174,EMVI INGENIERÍA Y SOLUCIONES INDUSTRIALES SPA,INGENIERÍA Y SOLUCIONES INDUSTRIALES,COMPRAS,DTE_033_000000000119_775547499.xml,119,Asistencia Tecnica - Reparación Sistema de Giro Sala Rotativa Informe N°105 - Cotiz. N°168; Asistencia Tecnica - Reparacion Control Elec. Ternerera Informe N°106 - Cotiz. N°170; Asistencia Tecnica - Reparacion Equipo URBAN MILKSHUTTLE Informe N°107 - Cotiz. N°174,0.7500,N,,
OQ-01738,RECTIFICADO TAMBOR FRENO,,COMERCIAL E INDUSTRIAL RENE FUCHSLOCHER,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,COMPRAS,DTE_033_000000019625_764306007.xml,19625,EMBALATADO PATINES DE FRENO; MANO OBRA FRENOS TRASEROS,0.8000,N,,
OQ-01739,cambio rotulas,cambio amortiguadores cambio cilindro frenos cambio cañeria alineacion,SERVIMEC SPA,MANTENCION Y REPARACION DE MAQUINARIA AGRICOLA Y VEHICULOS MOTORIZADOS,COMPRAS,DTE_033_000000006938_766149405.xml,6938,cambio rotulas - cambio amortiguadores cambio cilindro frenos cambio cañeria alineacion,0.7500,N,,
OQ-01746,EMBALATADO PATINES DE FRENO,,COMERCIAL E INDUSTRIAL RENE FUCHSLOCHER,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,COMPRAS,DTE_033_000000019625_764306007.xml,19625,RECTIFICADO TAMBOR FRENO; MANO OBRA FRENOS TRASEROS,0.8500,N,,
OQ-01747,MANO OBRA FRENOS TRASEROS,,COMERCIAL E INDUSTRIAL RENE FUCHSLOCHER,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,COMPRAS,DTE_033_000000019625_764306007.xml,19625,EMBALATADO PATINES DE FRENO; RECTIFICADO TAMBOR FRENO,0.8500,N,,
OQ-01759,REPUESTO,,Kaufmann S.A. Vehículos Motorizados,"SERVICIO TECNICO Y TALLER, MANTEN.Y REPARACIONES",COMPRAS,DTE_033_000006756407_924750006.xml,6756407,TRABAJO FUERA TALLER; INSUMO,0.8000,N,,
OQ-01777,TRABAJO FUERA TALLER,,Kaufmann S.A. Vehículos Motorizados,"SERVICIO TECNICO Y TALLER, MANTEN.Y REPARACIONES",COMPRAS,DTE_033_000006756407_924750006.xml,6756407,REPUESTO; INSUMO,0.6500,N,,
OQ-01780,CIRCODESCAL RPA 1 LITRO,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024760_761757865.xml,24760,KIT DE SERVICIO-MANEJO DE LA LECHE VAR.EasyStart; REPARACION EASY STAR; GRASA LUBRICANTE EASY START 400 G; GUARDACABOS PLASTICO; GUARNICION DE GOMA CILINDRO NUEVO; MOSQUETON,0.6000,N,,
OQ-01837,GENERADOR MONOFASICO GO1200 GTA 12KVA KOLVOK,OFERTA ESPECIAL PARA DON FELIPE ANGUITA MEDIO DE PAGO TRANSFERENCIA ELECTRONICA,BOBINADOS INDUSTRIALES LONCOMILLA SPA,REPARACION DE EQUIPO ELECTRICO (EXCEPTO REPARACION DE EQUIPO Y ENSERES,COMPRAS,DTE_033_000000024627_766002048.xml,24627,GENERADOR MONOFASICO GO1200 GTA 12KVA KOLVOK - OFERTA ESPECIAL PARA DON FELIPE ANGUITA MEDIO DE PAGO; ATS MONO GO1200 GTA - ATS MONO PARA GO1200 GTA; OBSERVACIONES - PAGO : TRANSFERENCIA ELECTRONICA 28/05/2025 EQUIPO CON PUESTA EN MARCHA / PROBADO EN,0.7500,N,,
OQ-02065,STIHL TUBO DE GRASA DESMALEZADORA,STIHL TUBO DE GRASA DESMALEZADORA,COMERCIAL COPIAPO LTDA,VENTA DE MAQUINARIAS Y REPUESTOS AGRICOLAS,COMPRAS,DTE_033_000000058677_797487708.xml,58677,STIHL TUBO DE GRASA DESMALEZADORA - STIHL TUBO DE GRASA DESMALEZADORA,0.8000,N,,
OQ-02075,KIT CUCHILLO HUSQVARNA 21,KIT CUCHILLO HUSQVARNA 21,AGROFORESTAL Y JARDINES DEL SUR SPA,REP Y MANTEC MAQ AGRICOLA Y FOREST VENTA REPUESTOS Y ACCES MAQUIN,COMPRAS,DTE_033_000000017809_766921078.xml,17809,KIT CUCHILLO HUSQVARNA 21 - KIT CUCHILLO HUSQVARNA 21,0.8500,N,,
OQ-02091,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000567514_969183005.xml,567514,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden - AUTO@Marca Modelo Patente Stock Km.V; FORD F150 LARIAT TBZL-91 50838 10/03/2025 12:32 740387 - A@FORD F150 LARIAT TBZL-91 50838 10/03/2025; -------------------------------------------------------------------------------- - A@---------------; CODIGO DESCRIPCION - A@CODIGO DESCRIPCION; S-MD50 QUINTA MANTENCION - A@S-MD50 QUINTA MANTENCI,0.9500,N,,
OQ-02112,SOPORTE COJINETE BBA&#46; ROV&#46; F33K100&#47;3L POS&#46; 13&#45;17&#45;18,,ENTRE RIEGOS DEL SUR SPA,"VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPO Y MATERIALES N.",COMPRAS,DTE_033_000000017764_766379990.xml,17764,RODAMIENTO; BUJE ACERO 213952Q BBA&#46;ROVATTI; EJE BOMBA ROVATTI F33K100&#47;3L INCLUYE 4 CU&deg;AS 214375H; PRENSA ESTOPA 5&#47;16&quot; POR METRO; TUERCA ESPECIAL BOMBA ROVATTI; RETEN,0.8000,N,,
OQ-02126,OTROS INSUMOS. Grasa y materiales de aseo.,OTROS INSUMOS. Grasa y materiales de aseo.,GALLAGHER CHILE SPA,"Importacion Exportacion y Comercializacion de Maquinarias, Repuestos e Insumos A",COMPRAS,DTE_033_000000018886_760703753.xml,18886,CORREA ENTREGA LATERAL RF - CORREA ENTREGA LATERAL RF; UNION ALAMBRE CORREA LATERAL (0.95METROS) - UNION ALAMBRE CORREA LATERAL (0.95METROS); RODAMIENTO RODILLO AUXILIAR BANDEJA RF 6206 - RODAMIENTO RODILLO AUXILIAR BANDEJA RF 6206; RODAMIENTO RODILLO MOTOR BANDEJA RF 25MM - RODAMIENTO RODILLO MOTOR BANDEJA RF 25MM; ROD INT MASA RF 11/13 - ROD INT MASA RF 11/13; ROD EXT MASA RF 11/13 - ROD EXT MAS,0.8500,N,,
OQ-02128,servicio,mantencion de bba de purines mas materiales,HYK MANTENIMIENTO MAKINARÍA AGRÍCOLA SPA,CONTRATISTA EN OBRAS MENORES,COMPRAS,DTE_033_000000000062_781899259.xml,62,servicio - mantencion de bba de purines mas materiales,0.7000,N,,
OQ-02131,GUARDACABOS PLASTICO,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024760_761757865.xml,24760,KIT DE SERVICIO-MANEJO DE LA LECHE VAR.EasyStart; REPARACION EASY STAR; GRASA LUBRICANTE EASY START 400 G; GUARNICION DE GOMA CILINDRO NUEVO; MOSQUETON; OJETE PROTECTOR CONTRA TRACCION,0.9500,N,,
OQ-02144,SCO-MO COTIZAR MOLDURA DE PLASTICO,A@SCO-MO COTIZAR MOLDURA DE PLASTICO,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000572916_969183005.xml,572916,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden - AUTO@Marca Modelo Patente Stock Km.V; FORD F150 PLATINI TJXC-64 32185 08/05/2025 10:30 753467 - A@FORD F150 PLATINI TJXC-64 32185 08/05/20; -------------------------------------------------------------------------------- - A@---------------; CODIGO DESCRIPCION - A@CODIGO DESCRIPCION; S-MD20 SEGUNDA MANTENCION - A@S-MD20 SEGUNDA MANTEN,0.9500,N,,
OQ-02154,MATERIALES,MATERIALES,LIDIA ANGELICA SANHUEZA FUENTES,COMPRAVENTA MAQUINARIAS SERVICIO TECNICO,COMPRAS,DTE_033_000000081978_111003351.xml,81978,MATERIALES - MATERIALES; MEMB REG CARB MS210 250 - MEMB REG CARB MS210 250; STIHL BUJIA CORTA NGK BPMR7A MS170 A 660 FS SR HS - STIHL BUJIA CORTA NGK BPMR7A MS170 A 660 FS SR H; FILTRO MEZCLA MS170 210 250 39 - FILTRO MEZCLA MS170 210 250 39; MANO DE OBRA MARCELO - MANO DE OBRA MARCELO,0.8000,N,,
OQ-02167,CHEMICAL PUMP SQUEEZE TUBE 5/8 EPDM &amp; CLIPS,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024780_761757865.xml,24780,"SELLO DEL CUERPO ICIP PARA LA COPA DE GOMA Y EL CORTADOR DE CLIPS; COPA DE GOMA JETTER CUP MILFOS 44 ICIP; JUNTA TORICA DE CODO ICIP; CORREA BX-62; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220; LOBE BLAST 4,75 LT (DETERGENTE BOMBA CL)",0.9000,N,,
OQ-02171,KIT PERNO BARRA PISO,KIT PERNO BARRA PISO,GALLAGHER CHILE SPA,"Importacion Exportacion y Comercializacion de Maquinarias, Repuestos e Insumos A",COMPRAS,DTE_033_000000018876_760703753.xml,18876,KIT PERNO BARRA PISO - KIT PERNO BARRA PISO; UNION CADENA CON PERNO PISO RF - UNION CADENA CON PERNO PISO RF,0.9500,N,,
OQ-02178,SER-MONTAJE AGRICOLA & OTR DELANTEROS,SER-MONTAJE AGRICOLA & OTR DELANTEROS,AUTOMOTRIZ SALFA SUR LIMITADA,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES EXCEPTO MOTOCICLETAS,COMPRAS,DTE_033_000000786171_936880002.xml,786171,NEU-PIRELLI-14.9-24TT TM95 8PR - NEU-PIRELLI-14.9-24TT TM95 8PR; SER- ECOTASA SUB. CATEGORíA G4 - SER- ECOTASA SUB. CATEGORíA G4; CAM-CAMARA 24 14.9/13 TR218A - CAM-CAMARA 24 14.9/13 TR218A; SER-MONTAJE AGRICOLA & OTR DELANTEROS - SER-MONTAJE AGRICOLA & OTR DELANTEROS,0.8000,N,,
OQ-02192,MASA DELANTERA ESTRIADA ARREADOR,MASA DELANTERA ESTRIADA ARREADOR,GALLAGHER CHILE SPA,"Importacion Exportacion y Comercializacion de Maquinarias, Repuestos e Insumos A",COMPRAS,DTE_033_000000019786_760703753.xml,19786,ACEITE - ACEITE; FABRICACION EJES (MAESTRANZA) - FABRICACION EJES (MAESTRANZA); MASA DELANTERA ESTRIADA ARREADOR - MASA DELANTERA ESTRIADA ARREADOR; MANO DE OBRA SERVICIO TECNICO GALLAGHER - MANO DE OBRA SERVICIO TECNICO GALLAGHER,0.7500,N,,
OQ-02213,PULSALUBE M FOOD GRADE SERVICE PACK (GREASE &amp;BATTERY&amp;COVER),,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024780_761757865.xml,24780,SELLO DEL CUERPO ICIP PARA LA COPA DE GOMA Y EL CORTADOR DE CLIPS; COPA DE GOMA JETTER CUP MILFOS 44 ICIP; JUNTA TORICA DE CODO ICIP; CHEMICAL PUMP SQUEEZE TUBE 5/8 EPDM &amp; CLIPS; CORREA BX-62; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220,0.9800,N,,
OQ-02221,SELLO DEL CUERPO ICIP PARA LA COPA DE GOMA Y EL CORTADOR DE CLIPS,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024780_761757865.xml,24780,"COPA DE GOMA JETTER CUP MILFOS 44 ICIP; JUNTA TORICA DE CODO ICIP; CHEMICAL PUMP SQUEEZE TUBE 5/8 EPDM &amp; CLIPS; CORREA BX-62; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220; LOBE BLAST 4,75 LT (DETERGENTE BOMBA CL)",0.9500,N,,
OQ-02223,0.900.0301.0 ELEMENTO FILT EXT,,COMPAÑÍA AGROPECUARIA COPEVAL S.A.,"Compraventa de insumos y maquinaria agricola,combustibles,Exportaciones y Servic",COMPRAS,DTE_033_000006010470_812908006.xml,6010470,"2.4419.350.0/10 FILTRO HIDR.; 0.044.1567.0/10 FILTRO; 2.4419.280.0/10 FILTRO HIDR.; 0.009.4687.0 FILTRO PETROLEO; SDF SUPER MOTOR OIL 15W40 X 20; XR XL UTTO FLUID X 18,9L",0.9200,N,,
OQ-02224,Item,FILTRO DE COMBUSTIBLE ** Oferta **,SALINAS Y FABRES S.A.,"VENTA DE MAQUINARIAS, VEHÍCULOS, REPUESTOS, SERVICIO TÉCNICO.",COMPRAS,DTE_033_000005110656_915020003.xml,5110656,"Item - 968042 JD Plus 50 II 15W40 18,9L ** Oferta **; Item - REFRIG 2.5G COOL-GARD II PREMIX ** Oferta **; Item - FILTRO ACEITE MOTOR ** Oferta **; Item - FILTRO DE COMBUSTIBLE ** Oferta **; Item - FILTRO AIRE MOTOR ESTACIONARIO; Item - FILTRO DE AIRE ** Oferta **",0.9000,N,,
OQ-02261,Reparación piza bolos,"Fabricar nuevos flajes en plancha de 20 mm perforados a 40mm para pasador, Remplazar buje quebrado y desgastado. Soldar quebraduras.",CAMILO EDUARDO CABEZA FERNANDEZ,SERVICIO DE MANTENCION DE MAQUINARIA Y VEHICULOS - CONSTRUCCION,COMPRAS,DTE_033_000000000100_191750799.xml,100,"Reparación piza bolos - Fabricar nuevos flajes en plancha de 20 mm perforados a 40mm para pasador, R",0.9500,N,,
OQ-02286,Item,"PINZA PARA BOLOS, PARA INSTALAR EN CARGADOR FRONTAL, 2~CILINDROS HIDRÁULICOS, CAPACIDAD DE LEVANTE 1.000 KILOS,~SISTEMA DE ENGANCHE TIPO EURO, PESO 190 KILOS, MARCA~ARGNANI E MONTI, ORIGEN ITALIA, NUEVA SIN USO, AÑO~COMERCIAL 2025, COLOR NEGRO~Chasis AR-P003~Motor~CDO Nº~FACTURA POR 3.200.00 EUR + IVA TC 1.052.91.",SALINAS Y FABRES S.A.,"VENTA DE MAQUINARIAS, VEHÍCULOS, REPUESTOS, SERVICIO TÉCNICO.",COMPRAS,DTE_033_000004894634_915020003.xml,4894634,"Item - PINZA PARA BOLOS, PARA INSTALAR EN CARGADOR FRONTAL, 2~CILINDROS HIDRÁULICOS, CAPACIDAD DE LE",0.9500,N,,
OQ-02436,EJE CORTO ESPARRAMADOR 2X2,EJE CORTO ESPARRAMADOR 2X2,GALLAGHER CHILE SPA,"Importacion Exportacion y Comercializacion de Maquinarias, Repuestos e Insumos A",COMPRAS,DTE_033_000000019244_760703753.xml,19244,CATALINA TRANSMISION DESPARRAMADOR (5) - CATALINA TRANSMISION DESPARRAMADOR (5); CUÑA TRABA CATALINA 10X8 (30cm) - CUÑA TRABA CATALINA 10X8 (30cm); EJE CORTO ESPARRAMADOR 2X2 - EJE CORTO ESPARRAMADOR 2X2; EJE LARGO DESPARRAMADOR 2X2 - EJE LARGO DESPARRAMADOR 2X2; BUJE RODAMIENTO 35MM FRONTAL - BUJE RODAMIENTO 35MM FRONTAL,0.9500,N,,
OQ-02438,BARRA DE CUNA DESPARRAMADOR G2X2,BARRA DE CUNA DESPARRAMADOR G2X2,GALLAGHER CHILE SPA,"Importacion Exportacion y Comercializacion de Maquinarias, Repuestos e Insumos A",COMPRAS,DTE_033_000000019294_760703753.xml,19294,BARRA DE CUNA DESPARRAMADOR G2X2 - BARRA DE CUNA DESPARRAMADOR G2X2,0.9500,N,,
OQ-02598,ANALISIS BACTERIOLOGICO,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000025930_761757865.xml,25930,VIAJE TECNICO; HORA TECNICA FA; CORREA 3VX-530; SERVICIO EMERGENCIA FA,0.9000,N,,
OQ-02599,TUBO CORTO VACIO WESTFALIA,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024758_761757865.xml,24758,JUEGO PEZONERAS MONOBLOCK; JUEGO DE SERVICIO-JUEGO DE ORDENO(C) VAR CLASSIC 300 W/O; TAPA COLECTOR 300 CC. SIN CIERRE; MANGA DE LECHE 16 MM. SILICONA-MT.; MANGA DOBLE VACIO TRANSP./MT.; SPRAY DESLIZANTE,0.9500,N,,
OQ-02608,FILTRO HIDRAULICO CR40AN,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024859_761757865.xml,24859,"KIT PARA SERVICIO TECNICO - LAVADO (C) VAR., Compass Plus 3, P1200; KIT PARA SERVICIO TECNICO-LAVADO (C) VAR CIRCULATION 3-WAY VALVE; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220; LOBE BLAST 4,75 LT (DETERGENTE BOMBA CL); ACEITE HIDRAULICO 4.7 LT ISO 150; ACEITE HIDRAULICO NUTO H32 19L.",0.9500,N,,
OQ-02609,JUEGO PEZONERAS COLECTOR 300,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024853_761757865.xml,24853,JUEGO MIRILLAS COLECTOR 300 CC; JUEGO DE SERVICIO-JUEGO DE ORDENO(C) VAR CLASSIC 300 W/O; MANGA DE LECHE 16 MM./MT; MANGA DE LECHE 12 MM.X MT; MANGA DOBLE VACIO TRANSP./MT.; SPRAY DESLIZANTE,0.9500,N,,
OQ-02612,PERNO COLECTOR SIN CIERRE,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024781_761757865.xml,24781,"SENSOR VISOFLOW; JUEGO DE SERVICIO-GESTION DE LECHE C(VAR)VISOFLOW SENSOR; FILTRO DE AIRE, COMPLETO 75x22x16xD7",0.9500,N,,
OQ-02613,JUEGO PEZONERAS MONOBLOCK,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024758_761757865.xml,24758,JUEGO DE SERVICIO-JUEGO DE ORDENO(C) VAR CLASSIC 300 W/O; TAPA COLECTOR 300 CC. SIN CIERRE; MANGA DE LECHE 16 MM. SILICONA-MT.; MANGA DOBLE VACIO TRANSP./MT.; SPRAY DESLIZANTE; TUBO CORTO VACIO WESTFALIA,0.9500,N,,
OQ-02616,ORING 143 INFERIOR PORTA FILTRO HIDRAULICO,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024859_761757865.xml,24859,"KIT PARA SERVICIO TECNICO - LAVADO (C) VAR., Compass Plus 3, P1200; KIT PARA SERVICIO TECNICO-LAVADO (C) VAR CIRCULATION 3-WAY VALVE; ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220; LOBE BLAST 4,75 LT (DETERGENTE BOMBA CL); ACEITE HIDRAULICO 4.7 LT ISO 150; ACEITE HIDRAULICO NUTO H32 19L.",0.9500,N,,
OQ-02617,NIPLE BASE PULSADOR,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024863_761757865.xml,24863,"FJX 6-8 TERMINAL RECTO ESPIGA PARA MANGA 3/8; FJX90 6-8 TERMINAL CURVO ESPIGA PARA MANGA 3/8; FERRUL 3/8; FITING PVC; TUBULADORA PARA MANGAS 1/2 INCH BARB X BARD (P1200); JUEGO DE SERVICIO-GESTION DE LECHE(C)VAR.,APEX CONTROL VALVE",0.9500,N,,
OQ-02618,GUARNICION DE GOMA CILINDRO NUEVO,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024760_761757865.xml,24760,KIT DE SERVICIO-MANEJO DE LA LECHE VAR.EasyStart; REPARACION EASY STAR; GRASA LUBRICANTE EASY START 400 G; GUARDACABOS PLASTICO; MOSQUETON; OJETE PROTECTOR CONTRA TRACCION,0.9500,N,,
OQ-02620,CHAPALETA BOMBA DE LECHE 1.1/1.5,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024341_761757865.xml,24341,VIAJE TECNICO; HORA TECNICA JM; HORA TECNICA CAL,0.9500,N,,
OQ-02621,HORA TECNICA LH,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024365_761757865.xml,24365,VIAJE TECNICO; SERVICIO EMERGENCIA LH,0.9500,N,,
OQ-02624,HORA TECNICA CAL,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024341_761757865.xml,24341,CHAPALETA BOMBA DE LECHE 1.1/1.5; VIAJE TECNICO; HORA TECNICA JM,0.9500,N,,
OQ-02629,JUNTA VASO METATRON,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024862_761757865.xml,24862,"BOTON PULSADOR C/CAPUCHON 22MM ROJO; CABLE CORDON FLEXIBLE 3X0,75 MM; BASE DESPICHE 50 MM.; TAPA CILINDRO ELEVADOR FRONTAL; TUBO CORTO LECHE COLEC. 300 C.C.; ORING RACOR 50 MM.",0.9500,N,,
OQ-02630,CASQUILLO DE QUITA Y PON N3(10pcs),,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024726_761757865.xml,24726,COLLAR CON CIERRE L1350 COW 10 PCS,0.9500,N,,
OQ-02631,TAPA CILINDRO ELEVADOR FRONTAL,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024862_761757865.xml,24862,"BOTON PULSADOR C/CAPUCHON 22MM ROJO; CABLE CORDON FLEXIBLE 3X0,75 MM; BASE DESPICHE 50 MM.; TUBO CORTO LECHE COLEC. 300 C.C.; ORING RACOR 50 MM.; TAPA FRONTAL METATRON S21",0.9500,N,,
OQ-02632,HOROMETRO,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000025699_761757865.xml,25699,VIAJE TECNICO; HORA TECNICA AM; VASO METATRON CPL; SERVICIO EMERGENCIA CAL,0.9200,N,,
OQ-02633,GUIA DE MANGA,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_061_000000000737_761757865.xml,737,,0.9000,N,,
OQ-02645,DISTRIBUIDOR DE AIRE DEL COLECTOR,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024988_761757865.xml,24988,,0.9500,N,,
OQ-02647,JUNTA ANULAR 15x22x3,,GEA Farm Technologies Osorno Ltda.,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",COMPRAS,DTE_033_000000024862_761757865.xml,24862,"BOTON PULSADOR C/CAPUCHON 22MM ROJO; CABLE CORDON FLEXIBLE 3X0,75 MM; BASE DESPICHE 50 MM.; TAPA CILINDRO ELEVADOR FRONTAL; TUBO CORTO LECHE COLEC. 300 C.C.; ORING RACOR 50 MM.",0.9500,N,,
